Institute,Program,Quota,Category,Gender,Opening Rank,Closing Rank
"A.N.A.College Of Engineering & Management,Bareilly",Civil Engineering,All India,OPEN,Gender-Neutral,2112756,2112756
"A.N.A.College Of Engineering & Management,Bareilly",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2101391,2120841
"A.N.A.College Of Engineering & Management,Bareilly",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),629525,629525
"A.N.A.College Of Engineering & Management,Bareilly",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,244556,1020711
"A.N.A.College Of Engineering & Management,Bareilly",Information Technology,Home State,OPEN,Gender-Neutral,414149,414149
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,65947,175184
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female-only (including Supernumerary),368749,397364
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Gender-Neutral,516512,542121
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Female-only (including Supernumerary),500564,500564
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Gender-Neutral,562131,637363
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),223486,320896
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,679596,761873
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Female-only (including Supernumerary),329038,798313
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Gender-Neutral,737339,1306035
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,ST,Gender-Neutral,1256434,1256434
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,189943,191967
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Data Science),All India,OPEN,Gender-Neutral,181682,282193
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,EWS,Female-only (including Supernumerary),589359,635222
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,EWS,Gender-Neutral,572511,596342
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Female-only (including Supernumerary),659553,716755
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Gender-Neutral,653724,706291
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,OPEN,Female-only (including Supernumerary),433784,450393
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,OPEN,Gender-Neutral,1053510,1053510
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,SC,Gender-Neutral,1288438,1288438
"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Data Science) (FW),Home State,OPEN,Gender-Neutral,195486,201250
"Abes Engg.College,Ghaziabad",Computer Science and Engineering,All India,OPEN,Gender-Neutral,88886,187236
"Abes Engg.College,Ghaziabad",Computer Science and Engineering,Home State,EWS,Female-only (including Supernumerary),422257,438466
"Abes Engg.College,Ghaziabad",Computer Science and Engineering,Home State,EWS,Gender-Neutral,534716,570356
"Abes Engg.College,Ghaziabad",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),576716,585127
"Abes Engg.College,Ghaziabad",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,605671,653635
"Abes Engg.College,Ghaziabad",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),268522,268522
"Abes Engg.College,Ghaziabad",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,413385,431479
"Abes Engg.College,Ghaziabad",Computer Science and Engineering,Home State,OPEN (PwD),Gender-Neutral,1124869,1124869
"Abes Engg.College,Ghaziabad",Computer Science and Engineering,Home State,SC,Female-only (including Supernumerary),608963,1124354
"Abes Engg.College,Ghaziabad",Computer Science and Engineering,Home State,SC,Gender-Neutral,591911,591911
"Abes Engg.College,Ghaziabad",Computer Science and Engineering,Home State,ST,Gender-Neutral,591911,591911
"Abes Engg.College,Ghaziabad",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,188672,191169
"Abes Engg.College,Ghaziabad",Electrical and Computer Engineering,All India,OPEN,Gender-Neutral,406728,2118091
"Abes Engg.College,Ghaziabad",Electrical and Computer Engineering,Home State,EWS,Female-only (including Supernumerary),663841,988676
"Abes Engg.College,Ghaziabad",Electrical and Computer Engineering,Home State,EWS,Gender-Neutral,777967,1338969
"Abes Engg.College,Ghaziabad",Electrical and Computer Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),1175332,1329400
"Abes Engg.College,Ghaziabad",Electrical and Computer Engineering,Home State,OBC-NCL,Gender-Neutral,826219,1198545
"Abes Engg.College,Ghaziabad",Electrical and Computer Engineering,Home State,OPEN,Female-only (including Supernumerary),798502,798502
"Abes Engg.College,Ghaziabad",Electrical and Computer Engineering,Home State,OPEN,Gender-Neutral,513345,1302126
"Abes Engg.College,Ghaziabad",Electrical and Computer Engineering,Home State,SC,Gender-Neutral,1011269,1011269
"Abes Engg.College,Ghaziabad",Electrical and Computer Engineering (FW),Home State,OPEN,Gender-Neutral,564224,564224
"Abes Engg.College,Ghaziabad",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,231234,2112330
"Abes Engg.College,Ghaziabad",Electronics and Communication Engineering,Home State,EWS,Female-only (including Supernumerary),742447,921867
"Abes Engg.College,Ghaziabad",Electronics and Communication Engineering,Home State,EWS,Gender-Neutral,546970,679157
"Abes Engg.College,Ghaziabad",Electronics and Communication Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),1002950,1329400
"Abes Engg.College,Ghaziabad",Electronics and Communication Engineering,Home State,OBC-NCL,Gender-Neutral,561075,993421
"Abes Engg.College,Ghaziabad",Electronics and Communication Engineering,Home State,OPEN,Female-only (including Supernumerary),700708,700708
"Abes Engg.College,Ghaziabad",Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,480609,1361976
"Abes Engg.College,Ghaziabad",Electronics and Communication Engineering,Home State,SC,Gender-Neutral,829555,1418516
"Abes Engg.College,Ghaziabad",Electronics and Communication Engineering (FW),Home State,OPEN,Gender-Neutral,262760,262760
"Abes Engg.College,Ghaziabad",Mechanical Engineering,All India,OPEN,Gender-Neutral,418759,2114503
"Abes Engg.College,Ghaziabad",Mechanical Engineering,Home State,EWS,Gender-Neutral,777967,995573
"Abes Engg.College,Ghaziabad",Mechanical Engineering,Home State,OBC-NCL,Gender-Neutral,808918,1443310
"Abes Engg.College,Ghaziabad",Mechanical Engineering,Home State,OPEN,Female-only (including Supernumerary),663725,1048654
"Abes Engg.College,Ghaziabad",Mechanical Engineering,Home State,OPEN,Gender-Neutral,348216,1378853
"Abes Engg.College,Ghaziabad",Mechanical Engineering (FW),Home State,OPEN,Gender-Neutral,336985,613119
"Abes Institute Of Technology,Ghaziabad",Computer Science And Engineering(Data Science),All India,OPEN,Gender-Neutral,451901,987815
"Abes Institute Of Technology,Ghaziabad",Computer Science And Engineering(Data Science),Home State,EWS,Female-only (including Supernumerary),649036,749366
"Abes Institute Of Technology,Ghaziabad",Computer Science And Engineering(Data Science),Home State,EWS,Gender-Neutral,983335,1343758
"Abes Institute Of Technology,Ghaziabad",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Female-only (including Supernumerary),914136,1142732
"Abes Institute Of Technology,Ghaziabad",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Gender-Neutral,664589,1169531
"Abes Institute Of Technology,Ghaziabad",Computer Science And Engineering(Data Science),Home State,OPEN,Female-only (including Supernumerary),668297,900297
"Abes Institute Of Technology,Ghaziabad",Computer Science And Engineering(Data Science),Home State,OPEN,Gender-Neutral,328234,1455715
"Abes Institute Of Technology,Ghaziabad",Computer Science And Engineering(Data Science),Home State,SC,Gender-Neutral,846799,1147149
"Abes Institute Of Technology,Ghaziabad",Computer Science And Engineering(Data Science) (FW),Home State,OPEN,Gender-Neutral,433886,596991
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering,All India,OPEN,Gender-Neutral,251565,2113716
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering,Home State,EWS,Female-only (including Supernumerary),1146199,1146199
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering,Home State,EWS,Gender-Neutral,694900,1080117
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),846640,861698
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,700658,1464855
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),700425,714916
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,131036,1464855
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering,Home State,SC,Female-only (including Supernumerary),577986,1069846
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering,Home State,SC,Gender-Neutral,861486,861486
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering (Artificial Intelligence),All India,OPEN,Gender-Neutral,242199,2105711
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Female-only (including Supernumerary),836710,1464107
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Gender-Neutral,1003771,1344919
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering (Artificial Intelligence),Home State,OBC-NCL,Female-only (including Supernumerary),914573,1457203
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering (Artificial Intelligence),Home State,OBC-NCL,Gender-Neutral,927865,1432047
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Female-only (including Supernumerary),823071,829861
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Gender-Neutral,195801,1453937
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering (Artificial Intelligence),Home State,SC,Female-only (including Supernumerary),1410788,1410788
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering (Artificial Intelligence),Home State,SC,Gender-Neutral,783918,830672
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN,Gender-Neutral,307009,540001
"Abes Institute Of Technology,Ghaziabad",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,234797,234797
"Abss Institute Of Technology, Meerut,Meerut",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2104195,2105088
"Abss Institute Of Technology, Meerut,Meerut",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),1241007,1241007
"Abss Institute Of Technology, Meerut,Meerut",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,793792,1380664
"Abss Institute Of Technology, Meerut,Meerut",Electrical Engineering,All India,OPEN,Gender-Neutral,2106824,2120901
"Abss Institute Of Technology, Meerut,Meerut",Electrical Engineering,Home State,OPEN,Gender-Neutral,1355630,1355630
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science,All India,OPEN,Gender-Neutral,697298,697298
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science,Home State,OPEN,Gender-Neutral,531642,800253
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science & Engineering (Cyber Security),All India,OPEN,Gender-Neutral,2119325,2119325
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science & Engineering (Cyber Security),Home State,OPEN,Gender-Neutral,1009279,1392356
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,1440403,2120883
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),411365,411365
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,469474,469474
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,662476,1416807
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),All India,OPEN,Gender-Neutral,2001200,2018613
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,OPEN,Gender-Neutral,973579,973579
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science and Engineering,All India,OPEN,Gender-Neutral,146657,2120718
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),760313,764647
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,662359,662359
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),All India,OPEN,Gender-Neutral,2118526,2118526
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Female-only (including Supernumerary),883029,883029
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN,Gender-Neutral,1205650,1205650
"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,791779,791779
"Acharya Narendra Deva University Of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,All India,OPEN,Gender-Neutral,324915,1172983
"Acharya Narendra Deva University Of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,EWS,Gender-Neutral,1185959,1185959
"Acharya Narendra Deva University Of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),951236,1249887
"Acharya Narendra Deva University Of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,1293743,1303444
"Acharya Narendra Deva University Of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),951236,951236
"Acharya Narendra Deva University Of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,1185959,1288857
"Acharya Narendra Deva University Of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,SC,Female-only (including Supernumerary),1194270,1194270
"Acharya Narendra Deva University Of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,SC,Gender-Neutral,698057,1147377
"Adhunik College Of Engg.,Ghaziabad",Civil Engineering,All India,OPEN,Gender-Neutral,2121471,2121497
"Adhunik College Of Engg.,Ghaziabad",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2106790,2121495
"Adhunik College Of Engg.,Ghaziabad",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),672397,1321970
"Adhunik College Of Engg.,Ghaziabad",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,446413,446413
"Adhunik College Of Engg.,Ghaziabad",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,2102643,2121608
"Adhunik College Of Engg.,Ghaziabad",Mechanical Engineering,All India,OPEN,Gender-Neutral,2109552,2121611
"Ajay Kumar Garg Engg. College,Ghaziabad",Artificial Intelligence And Machine Learning,Home State,EWS,Female-only (including Supernumerary),234104,234104
"Ajay Kumar Garg Engg. College,Ghaziabad",Artificial Intelligence And Machine Learning,Home State,EWS,Gender-Neutral,269710,272422
"Ajay Kumar Garg Engg. College,Ghaziabad",Artificial Intelligence And Machine Learning,Home State,OBC-NCL,Female-only (including Supernumerary),344779,344779
"Ajay Kumar Garg Engg. College,Ghaziabad",Artificial Intelligence And Machine Learning,Home State,OBC-NCL,Gender-Neutral,295542,308931
"Ajay Kumar Garg Engg. College,Ghaziabad",Artificial Intelligence And Machine Learning,Home State,OPEN,Female-only (including Supernumerary),224484,224484
"Ajay Kumar Garg Engg. College,Ghaziabad",Artificial Intelligence And Machine Learning,Home State,OPEN,Gender-Neutral,234824,235879
"Ajay Kumar Garg Engg. College,Ghaziabad",Artificial Intelligence And Machine Learning,Home State,OPEN (PwD),Gender-Neutral,1206917,1206917
"Ajay Kumar Garg Engg. College,Ghaziabad",Artificial Intelligence And Machine Learning,Home State,SC,Female-only (including Supernumerary),424962,424962
"Ajay Kumar Garg Engg. College,Ghaziabad",Artificial Intelligence And Machine Learning,Home State,SC,Gender-Neutral,1090770,1090770
"Ajay Kumar Garg Engg. College,Ghaziabad",Artificial Intelligence And Machine Learning (FW),Home State,OPEN,Gender-Neutral,135425,135425
"Ajay Kumar Garg Engg. College,Ghaziabad",Civil Engineering,All India,OPEN,Gender-Neutral,307578,775138
"Ajay Kumar Garg Engg. College,Ghaziabad",Civil Engineering,Home State,EWS,Gender-Neutral,1124915,1124915
"Ajay Kumar Garg Engg. College,Ghaziabad",Civil Engineering,Home State,OBC-NCL,Gender-Neutral,676331,874786
"Ajay Kumar Garg Engg. College,Ghaziabad",Civil Engineering,Home State,OPEN,Female-only (including Supernumerary),492818,1173737
"Ajay Kumar Garg Engg. College,Ghaziabad",Civil Engineering,Home State,OPEN,Gender-Neutral,232925,1171269
"Ajay Kumar Garg Engg. College,Ghaziabad",Civil Engineering,Home State,SC,Gender-Neutral,610279,692616
"Ajay Kumar Garg Engg. College,Ghaziabad",Civil Engineering (FW),Home State,OPEN,Gender-Neutral,338801,338801
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science,Home State,EWS,Female-only (including Supernumerary),302626,302626
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science,Home State,EWS,Gender-Neutral,266403,276386
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science,Home State,OBC-NCL,Female-only (including Supernumerary),270995,270995
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science,Home State,OBC-NCL,Gender-Neutral,459617,485899
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science,Home State,OPEN,Female-only (including Supernumerary),234794,242052
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science,Home State,OPEN,Gender-Neutral,340672,408848
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science,Home State,SC,Female-only (including Supernumerary),1197296,1197296
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science,Home State,SC,Gender-Neutral,1197296,1448311
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science (FW),Home State,OPEN,Gender-Neutral,133063,133290
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science (Hindi),All India,OPEN,Gender-Neutral,426218,2107437
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science (Hindi),Home State,EWS,Female-only (including Supernumerary),654664,654664
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science (Hindi),Home State,EWS,Gender-Neutral,987176,1116796
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science (Hindi),Home State,OBC-NCL,Female-only (including Supernumerary),915763,1029348
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science (Hindi),Home State,OBC-NCL,Gender-Neutral,713150,1331851
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science (Hindi),Home State,OPEN,Female-only (including Supernumerary),2002364,2002364
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science (Hindi),Home State,OPEN,Gender-Neutral,680499,916628
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science (Hindi),Home State,SC,Gender-Neutral,774425,934150
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science (Hindi) (FW),Home State,OPEN,Gender-Neutral,232726,233441
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female-only (including Supernumerary),231185,231247
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Gender-Neutral,196982,197065
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Female-only (including Supernumerary),256329,256329
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Gender-Neutral,224152,228530
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),189228,189228
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,173404,176840
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN (PwD),Gender-Neutral,1206917,1206917
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Female-only (including Supernumerary),707020,707020
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Gender-Neutral,712016,730999
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,120106,120106
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,EWS,Female-only (including Supernumerary),253594,270246
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,EWS,Gender-Neutral,209037,216831
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Female-only (including Supernumerary),242924,242924
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Gender-Neutral,231004,260633
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,OPEN,Female-only (including Supernumerary),126662,211874
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,OPEN,Gender-Neutral,203048,206129
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,SC,Female-only (including Supernumerary),768981,768981
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Data Science),Home State,SC,Gender-Neutral,941488,975303
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science And Engineering(Data Science) (FW),Home State,OPEN,Gender-Neutral,127200,131056
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science Information Technology,Home State,EWS,Female-only (including Supernumerary),303580,303580
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science Information Technology,Home State,EWS,Gender-Neutral,304707,315295
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science Information Technology,Home State,OBC-NCL,Female-only (including Supernumerary),326810,375817
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science Information Technology,Home State,OBC-NCL,Gender-Neutral,450620,450620
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science Information Technology,Home State,OPEN,Female-only (including Supernumerary),269799,274797
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science Information Technology,Home State,OPEN,Gender-Neutral,288484,304376
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science Information Technology,Home State,SC,Female-only (including Supernumerary),980529,1287096
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science Information Technology,Home State,SC,Gender-Neutral,787764,1393773
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science Information Technology (FW),Home State,OPEN,Gender-Neutral,142278,142278
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science and Engineering,Home State,EWS,Female-only (including Supernumerary),205575,207900
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science and Engineering,Home State,EWS,Gender-Neutral,176488,176488
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),178172,178172
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,299305,299305
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),154211,155645
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,152495,153037
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science and Engineering,Home State,OPEN (PwD),Gender-Neutral,1206994,1206994
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science and Engineering,Home State,SC,Female-only (including Supernumerary),450592,450592
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science and Engineering,Home State,SC,Gender-Neutral,602869,620538
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science and Engineering,Home State,ST,Gender-Neutral,591911,1278221
"Ajay Kumar Garg Engg. College,Ghaziabad",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,104998,104998
"Ajay Kumar Garg Engg. College,Ghaziabad",Electrical & Electronics Engineering,All India,OPEN,Gender-Neutral,282791,2121595
"Ajay Kumar Garg Engg. College,Ghaziabad",Electrical & Electronics Engineering,Home State,EWS,Female-only (including Supernumerary),1053073,1053073
"Ajay Kumar Garg Engg. College,Ghaziabad",Electrical & Electronics Engineering,Home State,EWS,Gender-Neutral,1338969,1338969
"Ajay Kumar Garg Engg. College,Ghaziabad",Electrical & Electronics Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),958248,958248
"Ajay Kumar Garg Engg. College,Ghaziabad",Electrical & Electronics Engineering,Home State,OBC-NCL,Gender-Neutral,523542,730775
"Ajay Kumar Garg Engg. College,Ghaziabad",Electrical & Electronics Engineering,Home State,OPEN,Female-only (including Supernumerary),370743,887020
"Ajay Kumar Garg Engg. College,Ghaziabad",Electrical & Electronics Engineering,Home State,OPEN,Gender-Neutral,1388214,1388214
"Ajay Kumar Garg Engg. College,Ghaziabad",Electrical & Electronics Engineering,Home State,SC,Female-only (including Supernumerary),707020,980529
"Ajay Kumar Garg Engg. College,Ghaziabad",Electrical & Electronics Engineering,Home State,SC,Gender-Neutral,548300,1462489
"Ajay Kumar Garg Engg. College,Ghaziabad",Electrical & Electronics Engineering (FW),Home State,OPEN,Gender-Neutral,271845,271845
"Ajay Kumar Garg Engg. College,Ghaziabad",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,184695,414691
"Ajay Kumar Garg Engg. College,Ghaziabad",Electronics and Communication Engineering,Home State,EWS,Female-only (including Supernumerary),487920,487920
"Ajay Kumar Garg Engg. College,Ghaziabad",Electronics and Communication Engineering,Home State,EWS,Gender-Neutral,568361,607835
"Ajay Kumar Garg Engg. College,Ghaziabad",Electronics and Communication Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),580621,608699
"Ajay Kumar Garg Engg. College,Ghaziabad",Electronics and Communication Engineering,Home State,OBC-NCL,Gender-Neutral,666443,774335
"Ajay Kumar Garg Engg. College,Ghaziabad",Electronics and Communication Engineering,Home State,OPEN,Female-only (including Supernumerary),443118,443118
