Institute,Program,Quota,Category,Gender,Opening Rank,Closing Rank
"Saraswati Higher Education & Technical College Of Engineering,Varanasi",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,790505,1388069
"Saraswati Higher Education & Technical College Of Engineering,Varanasi",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,478980,478980
"Saraswati Higher Education & Technical College Of Engineering,Varanasi",Mechanical Engineering,All India,OPEN,Gender-Neutral,1887055,2120560
"Sardar Vallabhbhai Patel University Of Agriculture & Technology, Meerut",Computer Science,All India,OPEN,Gender-Neutral,149834,436072
"Sardar Vallabhbhai Patel University Of Agriculture & Technology, Meerut",Computer Science,Home State,EWS,Gender-Neutral,1036303,1036303
"Sardar Vallabhbhai Patel University Of Agriculture & Technology, Meerut",Computer Science,Home State,OBC-NCL,Female-only (including Supernumerary),488168,646715
"Sardar Vallabhbhai Patel University Of Agriculture & Technology, Meerut",Computer Science,Home State,OBC-NCL,Gender-Neutral,961962,1065917
"Sardar Vallabhbhai Patel University Of Agriculture & Technology, Meerut",Computer Science,Home State,OPEN,Female-only (including Supernumerary),474245,474245
"Sardar Vallabhbhai Patel University Of Agriculture & Technology, Meerut",Computer Science,Home State,OPEN,Gender-Neutral,624621,659524
"Sardar Vallabhbhai Patel University Of Agriculture & Technology, Meerut",Computer Science,Home State,SC,Female-only (including Supernumerary),916316,916316
"Sardar Vallabhbhai Patel University Of Agriculture & Technology, Meerut",Computer Science,Home State,SC,Gender-Neutral,624621,980198
"Saroj Institute Of Tech. & Management,Lucknow",Agriculture Engineering,All India,OPEN,Gender-Neutral,792199,2119915
"Saroj Institute Of Tech. & Management,Lucknow",Biomedical Engineering,All India,OPEN,Gender-Neutral,2100762,2100762
"Saroj Institute Of Tech. & Management,Lucknow",Biomedical Engineering,Home State,OPEN,Female-only (including Supernumerary),322367,1127287
"Saroj Institute Of Tech. & Management,Lucknow",Biotechnology,All India,OPEN,Gender-Neutral,2107659,2107659
"Saroj Institute Of Tech. & Management,Lucknow",Civil Engineering,All India,OPEN,Gender-Neutral,2113003,2113003
"Saroj Institute Of Tech. & Management,Lucknow",Civil Engineering,Home State,OPEN,Female-only (including Supernumerary),621755,621755
"Saroj Institute Of Tech. & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,1418832,1418832
"Saroj Institute Of Tech. & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,1418832,1418832
"Saroj Institute Of Tech. & Management,Lucknow",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2110971,2118127
"Saroj Institute Of Tech. & Management,Lucknow",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),754765,754765
"Saroj Institute Of Tech. & Management,Lucknow",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,705537,955973
"Saroj Institute Of Tech. & Management,Lucknow",Computer Science and Engineering (Artificial Intelligence),All India,OPEN,Gender-Neutral,2102663,2102663
"Saroj Institute Of Tech. & Management,Lucknow",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Gender-Neutral,469046,469046
"Saroj Institute Of Tech. & Management,Lucknow",Electrical Engineering,All India,OPEN,Gender-Neutral,2010063,2010063
"Saroj Institute Of Tech. & Management,Lucknow",Environmental Engineering,All India,OPEN,Gender-Neutral,1928644,1928644
"Saroj Institute Of Tech. & Management,Lucknow",Mechanical Engineering,All India,OPEN,Gender-Neutral,2019337,2019337
"School Of Management Science (Sms Institute Of Technology),Lucknow",Artificial Inelligence (AI) And Data Science,All India,OPEN,Gender-Neutral,332259,2117761
"School Of Management Science (Sms Institute Of Technology),Lucknow",Artificial Inelligence (AI) And Data Science,Home State,OPEN,Female-only (including Supernumerary),165987,1150242
"School Of Management Science (Sms Institute Of Technology),Lucknow",Artificial Inelligence (AI) And Data Science,Home State,OPEN,Gender-Neutral,1008619,1008619
"School Of Management Science (Sms Institute Of Technology),Lucknow",Artificial Inelligence (AI) And Data Science (FW),Home State,OPEN,Gender-Neutral,1129812,1129812
"School Of Management Science (Sms Institute Of Technology),Lucknow",Civil Engineering,All India,OPEN,Gender-Neutral,1894638,2121036
"School Of Management Science (Sms Institute Of Technology),Lucknow",Civil Engineering,Home State,OPEN,Gender-Neutral,763135,890067
"School Of Management Science (Sms Institute Of Technology),Lucknow",Civil Engineering (FW),Home State,OPEN,Gender-Neutral,461348,461348
"School Of Management Science (Sms Institute Of Technology),Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,1958874,1958874
"School Of Management Science (Sms Institute Of Technology),Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),559808,1057667
"School Of Management Science (Sms Institute Of Technology),Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,491571,1387151
"School Of Management Science (Sms Institute Of Technology),Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,1137323,1137323
"School Of Management Science (Sms Institute Of Technology),Lucknow",Computer Science And Engineering(Internet Of Things),All India,OPEN,Gender-Neutral,2107626,2116534
"School Of Management Science (Sms Institute Of Technology),Lucknow",Computer Science And Engineering(Internet Of Things) (FW),Home State,OPEN,Gender-Neutral,902445,902445
"School Of Management Science (Sms Institute Of Technology),Lucknow",Computer Science and Engineering,All India,OPEN,Gender-Neutral,1270137,2113926
"School Of Management Science (Sms Institute Of Technology),Lucknow",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),1388292,1388292
"School Of Management Science (Sms Institute Of Technology),Lucknow",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,892257,892257
"School Of Management Science (Sms Institute Of Technology),Lucknow",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,430741,912189
"School Of Management Science (Sms Institute Of Technology),Lucknow",Electrical Engineering,All India,OPEN,Gender-Neutral,2110475,2117937
"School Of Management Science (Sms Institute Of Technology),Lucknow",Electrical Engineering,Home State,OPEN,Gender-Neutral,1353764,1353764
"School Of Management Science (Sms Institute Of Technology),Lucknow",Mechanical Engineering,All India,OPEN,Gender-Neutral,1860750,2119475
"School Of Management Science (Sms Institute Of Technology),Lucknow",Mechanical Engineering,Home State,OPEN,Gender-Neutral,1388276,1388276
"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Agriculture Engineering,All India,OPEN,Gender-Neutral,2113480,2113480
"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Biotechnology,All India,OPEN,Gender-Neutral,1671692,2120204
"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Civil Engineering,All India,OPEN,Gender-Neutral,2107712,2114270
"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Civil Engineering,Home State,OPEN,Gender-Neutral,741409,741409
"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Computer Science and Engineering,All India,OPEN,Gender-Neutral,1828385,2114785
"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),1086340,1226389
"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,608898,1470540
"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,1386083,1473821
"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Electrical Engineering,All India,OPEN,Gender-Neutral,2110589,2118742
"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Electrical Engineering,Home State,OPEN,Gender-Neutral,913168,913168
"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Mechanical Engineering,All India,OPEN,Gender-Neutral,1776881,2120632
"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Mechanical Engineering,Home State,OPEN,Gender-Neutral,1002649,1002649
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Civil Engineering,All India,OPEN,Gender-Neutral,1909409,2120475
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Civil Engineering,Home State,OPEN,Gender-Neutral,1256551,1256551
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,949464,2121232
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),625071,1094534
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,1256289,1256289
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Computer Science and Engineering,All India,OPEN,Gender-Neutral,512035,2119270
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),512035,1208267
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,488731,1256289
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,887821,887821
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Electrical Engineering,All India,OPEN,Gender-Neutral,1705061,2119794
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Electrical Engineering,Home State,OPEN,Gender-Neutral,994697,994697
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,493130,2118944
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,886844,886844
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Electronics and Communication Engineering (FW),Home State,OPEN,Gender-Neutral,1870209,1870209
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Mechanical Engineering,All India,OPEN,Gender-Neutral,2100881,2110029
"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Mechanical Engineering,Home State,OPEN,Gender-Neutral,1464018,1464018
"Shanti Institute Of Technology,Meerut",Civil Engineering,All India,OPEN,Gender-Neutral,2103892,2113719
"Shanti Institute Of Technology,Meerut",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2108048,2119012
"Shanti Institute Of Technology,Meerut",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),522533,522533
"Shanti Institute Of Technology,Meerut",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,930905,930905
"Shanti Institute Of Technology,Meerut",Mechanical Engineering,All India,OPEN,Gender-Neutral,2104059,2118890
"Shivdan Singh Institute Of Technology & Management,Aligarh",Agriculture Engineering,All India,OPEN,Gender-Neutral,750138,750138
"Shivdan Singh Institute Of Technology & Management,Aligarh",Agriculture Engineering,Home State,OPEN,Gender-Neutral,1059085,1059085
"Shivdan Singh Institute Of Technology & Management,Aligarh",Biotechnology,Home State,OPEN,Gender-Neutral,371605,371605
"Shivdan Singh Institute Of Technology & Management,Aligarh",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,607723,2119940
"Shivdan Singh Institute Of Technology & Management,Aligarh",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),581948,924979
"Shivdan Singh Institute Of Technology & Management,Aligarh",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,505723,1254635
"Shivdan Singh Institute Of Technology & Management,Aligarh",Computer Science And Engineering(Data Science),All India,OPEN,Gender-Neutral,1133342,2012648
"Shivdan Singh Institute Of Technology & Management,Aligarh",Computer Science And Engineering(Data Science),Home State,OPEN,Female-only (including Supernumerary),388181,388181
"Shivdan Singh Institute Of Technology & Management,Aligarh",Computer Science and Engineering,All India,OPEN,Gender-Neutral,948190,1121190
"Shivdan Singh Institute Of Technology & Management,Aligarh",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),481555,1037675
"Shivdan Singh Institute Of Technology & Management,Aligarh",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,458285,458285
"Shivdan Singh Institute Of Technology & Management,Aligarh",Computer Science and Engineering (Artificial Intelligence),All India,OPEN,Gender-Neutral,741814,2013518
"Shivdan Singh Institute Of Technology & Management,Aligarh",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Gender-Neutral,478408,961899
"Shivdan Singh Institute Of Technology & Management,Aligarh",Electrical & Electronics Engineering,All India,OPEN,Gender-Neutral,2107203,2107203
"Shivdan Singh Institute Of Technology & Management,Aligarh",Electrical & Electronics Engineering,Home State,OPEN,Female-only (including Supernumerary),925645,925645
"Shivdan Singh Institute Of Technology & Management,Aligarh",Electrical & Electronics Engineering,Home State,OPEN,Gender-Neutral,372059,916606
"Shivdan Singh Institute Of Technology & Management,Aligarh",Information Technology,Home State,OPEN,Female-only (including Supernumerary),481923,481923
"Shivdan Singh Institute Of Technology & Management,Aligarh",Information Technology,Home State,OPEN,Gender-Neutral,1401620,1401620
"Shri Nath Ji Institute For Technical Education,Meerut",Civil Engineering,All India,OPEN,Gender-Neutral,2104528,2104528
"Shri Nath Ji Institute For Technical Education,Meerut",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2102412,2117844
"Shri Nath Ji Institute For Technical Education,Meerut",Electrical & Electronics Engineering,All India,OPEN,Gender-Neutral,2009618,2016160
"Shri Nath Ji Institute For Technical Education,Meerut",Mechanical Engineering,All India,OPEN,Gender-Neutral,544051,2111598
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Civil Engineering,All India,OPEN,Gender-Neutral,2101483,2112412
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Civil Engineering,Home State,OPEN,Female-only (including Supernumerary),621755,621755
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Civil Engineering,Home State,OPEN,Gender-Neutral,581924,581924
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science & Engineering (Cyber Security),All India,OPEN,Gender-Neutral,562281,562281
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science & Engineering (Cyber Security),Home State,OBC-NCL,Female-only (including Supernumerary),1246165,1390627
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science & Engineering (Cyber Security),Home State,OBC-NCL,Gender-Neutral,1005260,1380926
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science & Engineering (Cyber Security),Home State,OPEN,Female-only (including Supernumerary),1015305,1015305
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science & Engineering (Cyber Security),Home State,OPEN,Gender-Neutral,1224435,1472223
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science & Engineering (Cyber Security),Home State,SC,Female-only (including Supernumerary),1275781,1275781
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science & Engineering (Cyber Security) (FW),Home State,OPEN,Gender-Neutral,333555,333555
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,416380,2012662
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female-only (including Supernumerary),1044450,1044450
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Gender-Neutral,1279259,1398359
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Female-only (including Supernumerary),305221,305221
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Gender-Neutral,918291,1072963
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),351301,738490
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,115900,1439457
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Female-only (including Supernumerary),1255938,1255938
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Gender-Neutral,770558,770558
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,232471,327005
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Data Science),All India,OPEN,Gender-Neutral,596739,2117437
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Data Science),Home State,EWS,Gender-Neutral,1233801,1233801
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Gender-Neutral,896136,1007501
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Data Science),Home State,OPEN,Female-only (including Supernumerary),955941,1075960
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Data Science),Home State,OPEN,Gender-Neutral,918291,1391041
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Data Science),Home State,SC,Gender-Neutral,1020882,1020882
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Data Science) (FW),Home State,OPEN,Gender-Neutral,251055,251055
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Internet Of Things),All India,OPEN,Gender-Neutral,452392,2121681
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Internet Of Things),Home State,OPEN,Female-only (including Supernumerary),1281758,1317192
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Internet Of Things),Home State,OPEN,Gender-Neutral,615662,1317192
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Internet Of Things) (FW),Home State,OPEN,Gender-Neutral,480911,480911
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science and Engineering,All India,OPEN,Gender-Neutral,289555,430508
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science and Engineering,Home State,EWS,Female-only (including Supernumerary),988087,988087
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science and Engineering,Home State,EWS,Gender-Neutral,901596,1278100
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),834688,918367
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,882140,1006386
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),507887,507887
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,159770,1411504
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science and Engineering,Home State,SC,Female-only (including Supernumerary),1147573,1147573
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science and Engineering,Home State,SC,Gender-Neutral,661067,1179173
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,189973,269041
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Electrical Engineering,All India,OPEN,Gender-Neutral,1821977,2013213
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Electrical Engineering,Home State,OPEN,Female-only (including Supernumerary),1025953,1025953
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Electrical Engineering,Home State,OPEN,Gender-Neutral,1024438,1024438
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,646441,2109609
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Electronics and Communication Engineering,Home State,OPEN,Female-only (including Supernumerary),907866,907866
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,463160,821205
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Information Technology,All India,OPEN,Gender-Neutral,627582,2114316
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Information Technology,Home State,EWS,Female-only (including Supernumerary),1231431,1231431
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Information Technology,Home State,OBC-NCL,Female-only (including Supernumerary),1357817,1357817
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Information Technology,Home State,OPEN,Female-only (including Supernumerary),1357817,1357817
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Information Technology,Home State,OPEN,Gender-Neutral,826896,826896
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Information Technology (FW),Home State,OPEN,Gender-Neutral,284177,284177
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Mechanical Engineering,All India,OPEN,Gender-Neutral,2100236,2102328
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Mechanical Engineering,Home State,OPEN,Female-only (including Supernumerary),620067,620067
"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Mechanical Engineering,Home State,OPEN,Gender-Neutral,1024438,1024438
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,514797,1904833
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female-only (including Supernumerary),967850,967850
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Gender-Neutral,879616,1329217
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Female-only (including Supernumerary),1295842,1295842
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Gender-Neutral,729110,1438123
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),585536,636935
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,277930,1438123
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,318107,419973
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Data Science),All India,OPEN,Gender-Neutral,423409,2017728
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Female-only (including Supernumerary),1472958,1472958
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Data Science),Home State,OPEN,Female-only (including Supernumerary),996101,996101
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Data Science),Home State,OPEN,Gender-Neutral,189710,1427528
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science and Engineering,All India,OPEN,Gender-Neutral,214088,2118522
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),858392,1350281
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,515278,877915
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,387334,387334
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Electrical & Electronics Engineering,All India,OPEN,Gender-Neutral,2111457,2111457
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Electrical & Electronics Engineering,Home State,OPEN,Gender-Neutral,676312,676312
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,2116376,2116376
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,441682,632397
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Electronics and Communication Engineering (FW),Home State,OPEN,Gender-Neutral,2011960,2011960
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Information Technology,All India,OPEN,Gender-Neutral,2110724,2110724
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Information Technology,Home State,OPEN,Gender-Neutral,827150,1413743
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Information Technology (FW),Home State,OPEN,Gender-Neutral,704864,704864
"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Mechanical Engineering,All India,OPEN,Gender-Neutral,2108889,2118099
"Shri Sidhi Vinayak Institute Of Technology,Bareilly",Civil Engineering,All India,OPEN,Gender-Neutral,2106077,2119335
"Shri Sidhi Vinayak Institute Of Technology,Bareilly",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2103419,2119886
"Shri Sidhi Vinayak Institute Of Technology,Bareilly",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,1827044,1827044
"Shri Sidhi Vinayak Institute Of Technology,Bareilly",Electrical Engineering,All India,OPEN,Gender-Neutral,2110191,2112266
"Shri Sidhi Vinayak Institute Of Technology,Bareilly",Information Technology,All India,OPEN,Gender-Neutral,2104740,2117562
"Shri Sidhi Vinayak Institute Of Technology,Bareilly",Mechanical Engineering,All India,OPEN,Gender-Neutral,2101788,2121169
"Sri Ram Group Of Colleges,Muzaffarnagar",Artificial Intelligence And Machine Learning,All India,OPEN,Gender-Neutral,1352607,2016569
"Sri Ram Group Of Colleges,Muzaffarnagar",Artificial Intelligence And Machine Learning,Home State,OBC-NCL,Gender-Neutral,1355515,1355515
"Sri Ram Group Of Colleges,Muzaffarnagar",Artificial Intelligence And Machine Learning,Home State,OPEN,Female-only (including Supernumerary),1267999,1267999
"Sri Ram Group Of Colleges,Muzaffarnagar",Artificial Intelligence And Machine Learning,Home State,OPEN,Gender-Neutral,1355515,1361868
"Sri Ram Group Of Colleges,Muzaffarnagar",Civil Engineering,All India,OPEN,Gender-Neutral,2002795,2019520
"Sri Ram Group Of Colleges,Muzaffarnagar",Civil Engineering,Home State,OPEN,Female-only (including Supernumerary),985955,985955
"Sri Ram Group Of Colleges,Muzaffarnagar",Computer Science and Engineering,All India,OPEN,Gender-Neutral,994522,2121325
"Sri Ram Group Of Colleges,Muzaffarnagar",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),142445,1432310
"Sri Ram Group Of Colleges,Muzaffarnagar",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,1283311,1283311
"Sri Ram Group Of Colleges,Muzaffarnagar",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,903544,903544
