Institute,Program,Quota,Category,Gender,Opening Rank,Closing Rank,Closed_In_Round,Institute_Type
Indian Institute of Information Technology Bhopal,"Physics and Computational Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,558016,571894,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),53722,53722,2,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,52461,53184,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),77140,78758,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,53831,53831,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),50923,50923,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,44154,46325,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,OPEN (PwD),Gender-Neutral,666799,666799,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),194466,194466,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,141283,141283,2,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),170977,170977,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,193866,209698,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),49973,49973,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,50185,52202,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),69002,69324,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,48716,50248,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),47613,47613,2,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,38918,39803,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OPEN (PwD),Gender-Neutral,358990,358990,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),146560,161372,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,140248,140248,2,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),251534,251534,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,182345,182345,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,EWS,Gender-Neutral,62614,62614,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OBC-NCL,Female-only (including Supernumerary),86480,86480,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OBC-NCL,Gender-Neutral,61114,61114,2,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OPEN,Female-only (including Supernumerary),74546,74546,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OPEN,Gender-Neutral,52112,52112,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OPEN (PwD),Gender-Neutral,622650,622650,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,SC,Female-only (including Supernumerary),229542,229542,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,SC,Gender-Neutral,152926,152926,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,ST,Gender-Neutral,242040,242040,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,EWS,Female-only (including Supernumerary),116495,116495,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,EWS,Gender-Neutral,74043,74043,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OBC-NCL,Female-only (including Supernumerary),120518,120518,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OBC-NCL,Gender-Neutral,74710,83499,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OPEN,Female-only (including Supernumerary),88134,88134,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OPEN,Gender-Neutral,60155,68152,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,SC,Gender-Neutral,185424,185424,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),89062,89089,2,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,63952,63952,2,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),94884,117094,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,66752,74325,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),74887,81053,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,53873,58090,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),213826,214067,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,165175,170985,2,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,SC (PwD),Gender-Neutral,1142876,1142876,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,EWS,Female-only (including Supernumerary),203282,203282,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,EWS,Gender-Neutral,102838,102838,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OBC-NCL,Female-only (including Supernumerary),169087,187257,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OBC-NCL,Gender-Neutral,97404,103216,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OBC-NCL (PwD),Gender-Neutral,1208952,1208952,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OPEN,Female-only (including Supernumerary),159480,159480,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OPEN,Gender-Neutral,86763,94749,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,SC,Female-only (including Supernumerary),263901,263901,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,SC,Gender-Neutral,204100,204100,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,ST,Female-only (including Supernumerary),354695,354695,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),151278,163028,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,87772,99668,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),152536,186665,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,92212,101470,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),120973,148396,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,81004,83921,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,OPEN (PwD),Gender-Neutral,880508,880508,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),255426,255426,3,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,197633,198862,2,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),321848,332967,1,IIIT
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,244049,244049,1,IIIT
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),61004,61004,2,IIIT
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,34518,34877,3,IIIT
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),64363,69861,3,IIIT
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,38657,39759,3,IIIT
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL (PwD),Gender-Neutral,1147394,1147394,2,IIIT
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),43557,43557,3,IIIT
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,28156,28255,3,IIIT
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OPEN (PwD),Gender-Neutral,776254,776254,2,IIIT
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),188738,188738,2,IIIT
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,164471,164471,3,IIIT
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),293675,293675,1,IIIT
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,206020,260130,1,IIIT
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),79828,79828,3,IIIT
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,53380,60689,3,IIIT
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),89527,89527,3,IIIT
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,56559,59649,3,IIIT
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),68411,75761,3,IIIT
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,43987,44592,3,IIIT
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OPEN (PwD),Gender-Neutral,1299379,1299379,1,IIIT
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),234359,234359,2,IIIT
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,201491,201491,3,IIIT
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),350646,350646,1,IIIT
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,304134,307901,2,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),22242,22242,3,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,12313,12313,2,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,14061,14868,2,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),15554,15554,3,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,10468,10468,2,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,84280,84280,2,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,128393,128393,2,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),28809,28809,1,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,11644,11644,2,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,13271,13271,2,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),15421,15421,3,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,9947,9947,2,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),140923,148450,1,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,58647,80343,1,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,82055,82055,1,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),29314,29314,1,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,15113,15113,2,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),34955,34955,1,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,17621,17621,3,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),21480,22498,3,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,12726,13100,3,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",All India,OPEN (PwD),Gender-Neutral,176627,176627,1,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,86128,98201,1,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),251045,251045,1,IIIT
Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,182727,182727,2,IIIT
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),33057,33057,3,IIIT
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,15086,15086,3,IIIT
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,18102,18102,2,IIIT
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",All India,OBC-NCL (PwD),Gender-Neutral,576694,576694,1,IIIT
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),18562,21093,3,IIIT
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,13202,13233,3,IIIT
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",All India,OPEN (PwD),Gender-Neutral,339217,339217,1,IIIT
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),160410,160410,2,IIIT
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,101252,101252,2,IIIT
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),315997,315997,1,IIIT
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,158175,158175,1,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),59375,59375,2,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,44292,47343,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),59344,59417,1,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,50457,52814,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),42454,42454,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,35724,36941,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),201923,202432,1,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,198702,201727,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,194524,273157,1,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,38286,38286,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),60921,60921,1,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,48272,48272,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),38486,38900,1,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,35190,35498,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,OPEN (PwD),Gender-Neutral,859462,859462,1,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),181695,181695,1,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,194205,194205,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,225661,225661,1,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),60544,60544,1,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,46483,46483,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),67761,67761,1,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,54483,58708,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),44308,44308,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,39617,42351,3,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,OPEN (PwD),Gender-Neutral,859462,859462,3,IIIT
