Institute,Program,Quota,Category,Gender,Opening Rank,Closing Rank,Closed_In_Round,Institute_Type
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,21445,21669,3,NIT
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),71505,71505,1,NIT
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,96854,96854,2,NIT
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,141278,141278,1,NIT
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OBC-NCL,Female-only (including Supernumerary),173669,173669,3,NIT
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OPEN,Gender-Neutral,36055,36055,1,NIT
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,EWS,Gender-Neutral,39969,39969,3,NIT
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OBC-NCL,Gender-Neutral,33517,33517,3,NIT
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Female-only (including Supernumerary),47880,47880,1,NIT
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Gender-Neutral,27332,27860,1,NIT
"National Institute of Technology, Rourkela","Chemical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,205547,357632,1,NIT
"National Institute of Technology, Rourkela","Chemical Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,955829,955829,1,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",All India,ST,Gender-Neutral,223003,223003,3,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Home State,EWS,Gender-Neutral,135490,135490,3,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Home State,OBC-NCL,Female-only (including Supernumerary),226512,226512,3,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Home State,OBC-NCL,Gender-Neutral,118604,118604,3,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Home State,OPEN,Female-only (including Supernumerary),196574,196574,3,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Home State,OPEN,Gender-Neutral,82936,107022,3,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Home State,SC,Gender-Neutral,233815,233815,1,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Home State,ST,Gender-Neutral,544194,544194,1,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Other State,EWS,Gender-Neutral,57308,57308,2,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Female-only (including Supernumerary),88890,88890,1,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Gender-Neutral,60426,60426,2,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Other State,OPEN,Gender-Neutral,54955,54955,3,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Other State,SC,Gender-Neutral,180124,180124,1,NIT
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Other State,ST,Gender-Neutral,270309,270309,3,NIT
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,47360,48939,1,NIT
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,25107,25107,1,NIT
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,145711,145711,1,NIT
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,34162,34162,3,NIT
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),53946,53946,1,NIT
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,30719,31394,1,NIT
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),48122,48122,2,NIT
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,26252,28386,1,NIT
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,92463,92463,1,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),83672,83672,3,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),92278,92278,3,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,22868,22868,1,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,68728,68728,1,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,ST,Female-only (including Supernumerary),368944,368944,1,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),12917,12917,1,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,4437,4767,1,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,6791,6791,3,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),6851,6851,1,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,4245,4245,3,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,19449,26996,1,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,48810,102778,1,NIT
"National Institute of Technology, Rourkela","Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,71444,140041,1,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),182111,182111,3,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,EWS (PwD),Gender-Neutral,544590,544590,1,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),116452,116452,1,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,23082,35868,1,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,17402,18379,1,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),163534,163534,1,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,107100,107100,1,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),26586,26586,1,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,15639,15639,3,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),34510,35438,1,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,19465,19465,3,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),18859,22291,1,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,13710,13854,3,NIT
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,80473,80473,3,NIT
"National Institute of Technology, Rourkela","Electrical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,368435,368435,3,NIT
"National Institute of Technology, Rourkela","Electrical Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,189927,1173667,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,23505,23505,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),109896,109896,3,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,23031,23031,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),20039,20039,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,11540,11540,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,73057,73057,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),20444,20444,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,6806,8111,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,9790,10298,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),12560,12560,3,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,6009,6689,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,114882,114882,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),86093,86093,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,37526,41037,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,117029,139686,1,NIT
"National Institute of Technology, Rourkela","Electronics and Communication Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,196161,196161,3,NIT
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,25053,26906,1,NIT
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,14050,14050,1,NIT
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),28159,28159,1,NIT
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),38191,38191,1,NIT
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,13894,16604,1,NIT
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),15342,15495,1,NIT
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,8441,9668,1,NIT
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,59582,59582,2,NIT
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,372745,372745,3,NIT
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,237524,747778,1,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,88091,88091,3,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),149982,149982,1,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,95674,95674,2,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),121156,121156,3,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,78603,78603,3,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,204553,204553,1,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,477033,477033,1,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),80838,80838,2,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,46570,46570,1,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,51717,51717,3,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),48630,48630,1,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,44158,44523,2,NIT
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,164370,164370,1,NIT
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),131971,131971,3,NIT
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,33511,33511,2,NIT
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,174179,174179,3,NIT
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,30215,30215,3,NIT
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),54100,54100,1,NIT
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,31193,36312,1,NIT
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),45683,45683,1,NIT
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,29890,29890,3,NIT
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,221078,221078,1,NIT
"National Institute of Technology, Rourkela","Industrial Design for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,603766,603766,1,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",All India,EWS,Gender-Neutral,112130,112130,3,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",All India,ST,Gender-Neutral,335256,335256,3,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Home State,EWS,Gender-Neutral,272647,272647,2,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Home State,OBC-NCL,Female-only (including Supernumerary),198138,198138,3,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Home State,OBC-NCL,Gender-Neutral,146098,154384,1,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Home State,OPEN,Female-only (including Supernumerary),75395,75395,1,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Home State,OPEN,Gender-Neutral,127358,127358,3,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Home State,SC,Gender-Neutral,374616,374616,2,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Home State,ST,Gender-Neutral,963082,963082,2,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other State,EWS,Gender-Neutral,113697,113697,3,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Female-only (including Supernumerary),139653,139653,3,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Gender-Neutral,101629,102294,3,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other State,OPEN,Female-only (including Supernumerary),73697,73697,1,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other State,OPEN,Gender-Neutral,80374,85536,3,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other State,SC,Gender-Neutral,246255,246255,3,NIT
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other State,ST,Gender-Neutral,353375,353375,3,NIT
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Home State,EWS,Gender-Neutral,109005,109005,2,NIT
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Home State,OBC-NCL,Gender-Neutral,106163,106163,3,NIT
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Home State,OPEN,Gender-Neutral,52578,60129,1,NIT
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Home State,SC,Gender-Neutral,218342,218342,1,NIT
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Other State,EWS,Gender-Neutral,42114,42114,1,NIT
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Gender-Neutral,55452,55452,2,NIT
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Other State,OPEN,Female-only (including Supernumerary),38559,38559,1,NIT
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Other State,OPEN,Gender-Neutral,30697,32967,2,NIT
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Other State,SC,Gender-Neutral,154250,154250,1,NIT
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Other State,ST,Gender-Neutral,241422,241422,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,37460,37460,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,21722,21758,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,110368,110368,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Female-only (including Supernumerary),310252,310252,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,201384,201384,2,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,ST (PwD),Gender-Neutral,739292,739292,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),42004,42004,2,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,19425,21934,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),48431,48431,2,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,24048,24048,3,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Female-only (including Supernumerary),926653,926653,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),30429,30429,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,18553,19169,3,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),125720,125720,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,82262,82262,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,123735,123735,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,188628,219295,1,NIT
"National Institute of Technology, Rourkela","Mechanical Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,307601,701807,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,62721,62721,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,49207,51017,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,29458,29458,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),221044,221044,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,152958,158122,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,295378,295378,2,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,37985,37985,3,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),68463,68463,2,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,38387,38387,3,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,789230,789230,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),45503,47131,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,33247,34332,3,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,698448,698448,2,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),170966,170966,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,147182,147182,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OBC-NCL,Female-only (including Supernumerary),190308,190308,3,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OPEN,Gender-Neutral,46704,48440,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,SC,Gender-Neutral,190162,190162,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OBC-NCL,Gender-Neutral,48584,48595,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Female-only (including Supernumerary),50047,50047,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Gender-Neutral,37947,45798,1,NIT
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,SC,Gender-Neutral,140153,140153,1,NIT
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),272647,272647,3,NIT
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,51243,54579,1,NIT
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),71947,71947,2,NIT
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,25881,39689,1,NIT
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,194960,194960,1,NIT
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,41355,41355,1,NIT
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),77643,77643,2,NIT
